Htno,Subcode,Subname,Internals,Grade,Credits
22B81A0257,R201251,BASIC CIVIL AND MECHANICAL ENGINEERING L,12,A,1.5
22B81A0258,R201206,MATHEMATICS-III,18,F,0.0
22B81A0258,R201207,APPLIED PHYSICS,13,F,0.0
22B81A0258,R201208,DATA STRUCTURES THROUGH C,18,F,0.0
22B81A0258,R201209,ELECTRICAL CIRCUIT ANALYSIS-I,18,F,0.0
22B81A0258,R201227,BASIC CIVIL AND MECHANICAL ENGINEERING,17,E,3.0
22B81A0258,R201229,CONSTITUTION OF INDIA,17,COMPLE,0.0
22B81A0258,R201233,APPLIED PHYSICS LABORATORY,13,B,1.5
22B81A0258,R201234,DATA STRUCTURES THROUGH C LABORATORY,12,A,1.5
22B81A0258,R201251,BASIC CIVIL AND MECHANICAL ENGINEERING L,12,A,1.5
22B81A0259,R201206,MATHEMATICS-III,22,F,0.0
22B81A0259,R201207,APPLIED PHYSICS,16,D,3.0
22B81A0259,R201208,DATA STRUCTURES THROUGH C,23,D,3.0
22B81A0259,R201209,ELECTRICAL CIRCUIT ANALYSIS-I,16,E,3.0
22B81A0259,R201227,BASIC CIVIL AND MECHANICAL ENGINEERING,19,E,3.0
22B81A0259,R201229,CONSTITUTION OF INDIA,20,COMPLE,0.0
22B81A0259,R201233,APPLIED PHYSICS LABORATORY,15,A+,1.5
22B81A0259,R201234,DATA STRUCTURES THROUGH C LABORATORY,13,A+,1.5
22B81A0259,R201251,BASIC CIVIL AND MECHANICAL ENGINEERING L,11,A,1.5
22B81A0260,R201206,MATHEMATICS-III,24,F,0.0
22B81A0260,R201207,APPLIED PHYSICS,19,E,3.0
22B81A0260,R201208,DATA STRUCTURES THROUGH C,22,C,3.0
22B81A0260,R201209,ELECTRICAL CIRCUIT ANALYSIS-I,18,E,3.0
22B81A0260,R201227,BASIC CIVIL AND MECHANICAL ENGINEERING,21,D,3.0
22B81A0260,R201229,CONSTITUTION OF INDIA,19,COMPLE,0.0
22B81A0260,R201233,APPLIED PHYSICS LABORATORY,15,A,1.5
22B81A0260,R201234,DATA STRUCTURES THROUGH C LABORATORY,14,A+,1.5
22B81A0260,R201251,BASIC CIVIL AND MECHANICAL ENGINEERING L,12,A,1.5
22B81A0261,R201206,MATHEMATICS-III,22,F,0.0
22B81A0261,R201207,APPLIED PHYSICS,20,E,3.0
22B81A0261,R201208,DATA STRUCTURES THROUGH C,21,D,3.0
22B81A0261,R201209,ELECTRICAL CIRCUIT ANALYSIS-I,21,F,0.0
22B81A0261,R201227,BASIC CIVIL AND MECHANICAL ENGINEERING,14,E,3.0
22B81A0261,R201229,CONSTITUTION OF INDIA,19,COMPLE,0.0
22B81A0261,R201233,APPLIED PHYSICS LABORATORY,15,A+,1.5
22B81A0261,R201234,DATA STRUCTURES THROUGH C LABORATORY,14,A,1.5
22B81A0261,R201251,BASIC CIVIL AND MECHANICAL ENGINEERING L,11,A,1.5
22B81A0262,R201206,MATHEMATICS-III,18,F,0.0
22B81A0262,R201207,APPLIED PHYSICS,16,F,0.0
22B81A0262,R201208,DATA STRUCTURES THROUGH C,18,F,0.0
22B81A0262,R201209,ELECTRICAL CIRCUIT ANALYSIS-I,22,F,0.0
22B81A0262,R201227,BASIC CIVIL AND MECHANICAL ENGINEERING,13,F,0.0
22B81A0262,R201229,CONSTITUTION OF INDIA,18,COMPLE,0.0
22B81A0262,R201233,APPLIED PHYSICS LABORATORY,14,B,1.5
22B81A0262,R201234,DATA STRUCTURES THROUGH C LABORATORY,12,A,1.5
22B81A0262,R201251,BASIC CIVIL AND MECHANICAL ENGINEERING L,11,A,1.5
22B81A0263,R201206,MATHEMATICS-III,21,F,0.0
22B81A0263,R201207,APPLIED PHYSICS,17,D,3.0
22B81A0263,R201208,DATA STRUCTURES THROUGH C,20,D,3.0
22B81A0263,R201209,ELECTRICAL CIRCUIT ANALYSIS-I,23,E,3.0
22B81A0263,R201227,BASIC CIVIL AND MECHANICAL ENGINEERING,18,F,0.0
22B81A0263,R201229,CONSTITUTION OF INDIA,18,COMPLE,0.0
22B81A0263,R201233,APPLIED PHYSICS LABORATORY,14,B,1.5
22B81A0263,R201234,DATA STRUCTURES THROUGH C LABORATORY,12,A+,1.5
22B81A0263,R201251,BASIC CIVIL AND MECHANICAL ENGINEERING L,10,A,1.5
22B81A0264,R201206,MATHEMATICS-III,11,F,0.0
22B81A0264,R201207,APPLIED PHYSICS,16,F,0.0
22B81A0264,R201208,DATA STRUCTURES THROUGH C,17,F,0.0
22B81A0264,R201209,ELECTRICAL CIRCUIT ANALYSIS-I,19,F,0.0
22B81A0264,R201227,BASIC CIVIL AND MECHANICAL ENGINEERING,16,F,0.0
22B81A0264,R201229,CONSTITUTION OF INDIA,18,COMPLE,0.0
22B81A0264,R201233,APPLIED PHYSICS LABORATORY,14,C,1.5
22B81A0264,R201234,DATA STRUCTURES THROUGH C LABORATORY,13,A,1.5
22B81A0264,R201251,BASIC CIVIL AND MECHANICAL ENGINEERING L,10,B,1.5
22B81A0265,R201206,MATHEMATICS-III,17,F,0.0
22B81A0265,R201207,APPLIED PHYSICS,16,ABSENT,0.0
22B81A0265,R201208,DATA STRUCTURES THROUGH C,20,F,0.0
22B81A0265,R201209,ELECTRICAL CIRCUIT ANALYSIS-I,17,F,0.0
22B81A0265,R201227,BASIC CIVIL AND MECHANICAL ENGINEERING,14,F,0.0
22B81A0265,R201229,CONSTITUTION OF INDIA,19,COMPLE,0.0
22B81A0265,R201233,APPLIED PHYSICS LABORATORY,14,A,1.5
22B81A0265,R201234,DATA STRUCTURES THROUGH C LABORATORY,14,A+,1.5
22B81A0265,R201251,BASIC CIVIL AND MECHANICAL ENGINEERING L,10,A,1.5
22B81A0266,R201206,MATHEMATICS-III,20,F,0.0
22B81A0266,R201207,APPLIED PHYSICS,14,F,0.0
22B81A0266,R201208,DATA STRUCTURES THROUGH C,16,F,0.0
22B81A0266,R201209,ELECTRICAL CIRCUIT ANALYSIS-I,17,F,0.0
22B81A0266,R201227,BASIC CIVIL AND MECHANICAL ENGINEERING,13,F,0.0
22B81A0266,R201229,CONSTITUTION OF INDIA,20,COMPLE,0.0
22B81A0266,R201233,APPLIED PHYSICS LABORATORY,14,B,1.5
22B81A0266,R201234,DATA STRUCTURES THROUGH C LABORATORY,12,A,1.5
22B81A0266,R201251,BASIC CIVIL AND MECHANICAL ENGINEERING L,10,A,1.5
22B81A0267,R201206,MATHEMATICS-III,24,D,3.0
22B81A0267,R201207,APPLIED PHYSICS,27,B,3.0
22B81A0267,R201208,DATA STRUCTURES THROUGH C,24,D,3.0
22B81A0267,R201209,ELECTRICAL CIRCUIT ANALYSIS-I,24,E,3.0
22B81A0267,R201227,BASIC CIVIL AND MECHANICAL ENGINEERING,23,D,3.0
22B81A0267,R201229,CONSTITUTION OF INDIA,21,COMPLE,0.0
22B81A0267,R201233,APPLIED PHYSICS LABORATORY,15,A+,1.5
22B81A0267,R201234,DATA STRUCTURES THROUGH C LABORATORY,12,A+,1.5
22B81A0267,R201251,BASIC CIVIL AND MECHANICAL ENGINEERING L,10,A,1.5
22B81A0269,R201206,MATHEMATICS-III,19,F,0.0
22B81A0269,R201207,APPLIED PHYSICS,22,E,3.0
22B81A0269,R201208,DATA STRUCTURES THROUGH C,21,E,3.0
22B81A0269,R201209,ELECTRICAL CIRCUIT ANALYSIS-I,20,E,3.0
22B81A0269,R201227,BASIC CIVIL AND MECHANICAL ENGINEERING,17,E,3.0
22B81A0269,R201229,CONSTITUTION OF INDIA,20,COMPLE,0.0
22B81A0269,R201233,APPLIED PHYSICS LABORATORY,15,A,1.5
22B81A0269,R201234,DATA STRUCTURES THROUGH C LABORATORY,12,A+,1.5
22B81A0269,R201251,BASIC CIVIL AND MECHANICAL ENGINEERING L,10,B,1.5
22B81A0270,R201206,MATHEMATICS-III,22,D,3.0
22B81A0270,R201207,APPLIED PHYSICS,22,E,3.0
22B81A0270,R201208,DATA STRUCTURES THROUGH C,21,E,3.0
22B81A0270,R201209,ELECTRICAL CIRCUIT ANALYSIS-I,21,E,3.0
22B81A0270,R201227,BASIC CIVIL AND MECHANICAL ENGINEERING,16,E,3.0
22B81A0270,R201229,CONSTITUTION OF INDIA,22,COMPLE,0.0
22B81A0270,R201233,APPLIED PHYSICS LABORATORY,15,A+,1.5
22B81A0270,R201234,DATA STRUCTURES THROUGH C LABORATORY,14,A+,1.5
22B81A0270,R201251,BASIC CIVIL AND MECHANICAL ENGINEERING L,11,A,1.5
22B81A0271,R201206,MATHEMATICS-III,15,F,0.0
22B81A0271,R201207,APPLIED PHYSICS,16,F,0.0
22B81A0271,R201208,DATA STRUCTURES THROUGH C,14,F,0.0
22B81A0271,R201209,ELECTRICAL CIRCUIT ANALYSIS-I,19,F,0.0
22B81A0271,R201227,BASIC CIVIL AND MECHANICAL ENGINEERING,9,F,0.0
22B81A0271,R201229,CONSTITUTION OF INDIA,19,COMPLE,0.0
22B81A0271,R201233,APPLIED PHYSICS LABORATORY,14,B,1.5
22B81A0271,R201234,DATA STRUCTURES THROUGH C LABORATORY,12,A,1.5
22B81A0271,R201251,BASIC CIVIL AND MECHANICAL ENGINEERING L,9,B,1.5
22B81A0301,R201201,MATHEMATICS-II,21,E,3.0
22B81A0301,R201202,ENGINEERING CHEMISTRY,17,E,3.0
22B81A0301,R201210,ENGINEERING MECHANICS,19,F,0.0
22B81A0301,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,19,D,3.0
22B81A0301,R201229,CONSTITUTION OF INDIA,17,COMPLE,0.0
22B81A0301,R201231,ENGINEERING CHEMISTRY LABORATORY,12,A,1.5
22B81A0301,R201235,WORKSHOP PRACTICE LABORATORY,12,A,1.5
22B81A0301,R201236,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,14,A+,1.5
22B81A0301,R201254,THERMODYNAMICS,18,E,3.0
22B81A0302,R201201,MATHEMATICS-II,23,B,3.0
22B81A0302,R201202,ENGINEERING CHEMISTRY,17,F,0.0
22B81A0302,R201210,ENGINEERING MECHANICS,21,F,0.0
22B81A0302,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,16,E,3.0
22B81A0302,R201229,CONSTITUTION OF INDIA,18,COMPLE,0.0
22B81A0302,R201231,ENGINEERING CHEMISTRY LABORATORY,14,B,1.5
22B81A0302,R201235,WORKSHOP PRACTICE LABORATORY,13,A,1.5
22B81A0302,R201236,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,10,C,1.5
22B81A0302,R201254,THERMODYNAMICS,16,E,3.0
22B81A0303,R201201,MATHEMATICS-II,21,F,0.0
22B81A0303,R201202,ENGINEERING CHEMISTRY,16,F,0.0
22B81A0303,R201210,ENGINEERING MECHANICS,10,F,0.0
22B81A0303,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,10,F,0.0
22B81A0303,R201229,CONSTITUTION OF INDIA,17,COMPLE,0.0
22B81A0303,R201231,ENGINEERING CHEMISTRY LABORATORY,11,B,1.5
22B81A0303,R201235,WORKSHOP PRACTICE LABORATORY,10,C,1.5
22B81A0303,R201236,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,6,E,1.5
22B81A0303,R201254,THERMODYNAMICS,12,F,0.0
22B81A0304,R201201,MATHEMATICS-II,19,E,3.0
22B81A0304,R201202,ENGINEERING CHEMISTRY,18,F,0.0
22B81A0304,R201210,ENGINEERING MECHANICS,16,F,0.0
22B81A0304,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,15,E,3.0
22B81A0304,R201229,CONSTITUTION OF INDIA,17,COMPLE,0.0
22B81A0304,R201231,ENGINEERING CHEMISTRY LABORATORY,12,B,1.5
22B81A0304,R201235,WORKSHOP PRACTICE LABORATORY,10,C,1.5
22B81A0304,R201236,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,13,B,1.5
22B81A0304,R201254,THERMODYNAMICS,16,E,3.0
22B81A0305,R201201,MATHEMATICS-II,19,F,0.0
22B81A0305,R201202,ENGINEERING CHEMISTRY,16,F,0.0
22B81A0305,R201210,ENGINEERING MECHANICS,11,F,0.0
22B81A0305,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,12,F,0.0
22B81A0305,R201229,CONSTITUTION OF INDIA,17,COMPLE,0.0
22B81A0305,R201231,ENGINEERING CHEMISTRY LABORATORY,10,C,1.5
22B81A0305,R201235,WORKSHOP PRACTICE LABORATORY,9,C,1.5
22B81A0305,R201236,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,9,E,1.5
22B81A0305,R201254,THERMODYNAMICS,10,F,0.0
22B81A0306,R201201,MATHEMATICS-II,21,A,3.0
22B81A0306,R201202,ENGINEERING CHEMISTRY,21,E,3.0
22B81A0306,R201210,ENGINEERING MECHANICS,25,F,0.0
22B81A0306,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,20,D,3.0
22B81A0306,R201229,CONSTITUTION OF INDIA,18,COMPLE,0.0
22B81A0306,R201231,ENGINEERING CHEMISTRY LABORATORY,15,A,1.5
22B81A0306,R201235,WORKSHOP PRACTICE LABORATORY,13,A,1.5
22B81A0306,R201236,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,13,A,1.5
22B81A0306,R201254,THERMODYNAMICS,23,D,3.0
22B81A0307,R201201,MATHEMATICS-II,18,F,0.0
22B81A0307,R201202,ENGINEERING CHEMISTRY,16,F,0.0
22B81A0307,R201210,ENGINEERING MECHANICS,15,F,0.0
22B81A0307,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,17,E,3.0
22B81A0307,R201229,CONSTITUTION OF INDIA,17,COMPLE,0.0
22B81A0307,R201231,ENGINEERING CHEMISTRY LABORATORY,12,A,1.5
22B81A0307,R201235,WORKSHOP PRACTICE LABORATORY,11,B,1.5
22B81A0307,R201236,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,11,C,1.5
22B81A0307,R201254,THERMODYNAMICS,15,F,0.0
22B81A0308,R201201,MATHEMATICS-II,16,F,0.0
22B81A0308,R201202,ENGINEERING CHEMISTRY,15,F,0.0
22B81A0308,R201210,ENGINEERING MECHANICS,15,F,0.0
22B81A0308,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,12,F,0.0
22B81A0308,R201229,CONSTITUTION OF INDIA,17,COMPLE,0.0
22B81A0308,R201231,ENGINEERING CHEMISTRY LABORATORY,12,A,1.5
22B81A0308,R201235,WORKSHOP PRACTICE LABORATORY,11,B,1.5
22B81A0308,R201236,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,10,D,1.5
22B81A0308,R201254,THERMODYNAMICS,12,F,0.0
22B81A0309,R201201,MATHEMATICS-II,25,A,3.0
22B81A0309,R201202,ENGINEERING CHEMISTRY,24,B,3.0
22B81A0309,R201210,ENGINEERING MECHANICS,18,E,3.0
22B81A0309,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,20,D,3.0
22B81A0309,R201229,CONSTITUTION OF INDIA,17,COMPLE,0.0
22B81A0309,R201231,ENGINEERING CHEMISTRY LABORATORY,15,A+,1.5
22B81A0309,R201235,WORKSHOP PRACTICE LABORATORY,13,A,1.5
22B81A0309,R201236,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,14,A+,1.5
22B81A0309,R201254,THERMODYNAMICS,21,C,3.0
22B81A0310,R201201,MATHEMATICS-II,18,F,0.0
22B81A0310,R201202,ENGINEERING CHEMISTRY,16,F,0.0
22B81A0310,R201210,ENGINEERING MECHANICS,11,F,0.0
22B81A0310,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,12,F,0.0
22B81A0310,R201229,CONSTITUTION OF INDIA,19,COMPLE,0.0
22B81A0310,R201231,ENGINEERING CHEMISTRY LABORATORY,11,B,1.5
22B81A0310,R201235,WORKSHOP PRACTICE LABORATORY,11,C,1.5
22B81A0310,R201236,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,7,C,1.5
22B81A0310,R201254,THERMODYNAMICS,8,F,0.0
22B81A0311,R201201,MATHEMATICS-II,21,F,0.0
22B81A0311,R201202,ENGINEERING CHEMISTRY,16,F,0.0
22B81A0311,R201210,ENGINEERING MECHANICS,16,F,0.0
22B81A0311,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,15,E,3.0
22B81A0311,R201229,CONSTITUTION OF INDIA,18,COMPLE,0.0
22B81A0311,R201231,ENGINEERING CHEMISTRY LABORATORY,13,B,1.5
22B81A0311,R201235,WORKSHOP PRACTICE LABORATORY,12,B,1.5
22B81A0311,R201236,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,12,A,1.5
22B81A0311,R201254,THERMODYNAMICS,14,E,3.0
22B81A0312,R201201,MATHEMATICS-II,17,E,3.0
22B81A0312,R201202,ENGINEERING CHEMISTRY,14,F,0.0
22B81A0312,R201210,ENGINEERING MECHANICS,9,F,0.0
22B81A0312,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,14,F,0.0
22B81A0312,R201229,CONSTITUTION OF INDIA,18,COMPLE,0.0
22B81A0312,R201231,ENGINEERING CHEMISTRY LABORATORY,10,C,1.5
22B81A0312,R201235,WORKSHOP PRACTICE LABORATORY,12,C,1.5
22B81A0312,R201236,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,6,E,1.5
22B81A0312,R201254,THERMODYNAMICS,10,F,0.0
22B81A0313,R201201,MATHEMATICS-II,25,C,3.0
22B81A0313,R201202,ENGINEERING CHEMISTRY,18,D,3.0
22B81A0313,R201210,ENGINEERING MECHANICS,22,E,3.0
22B81A0313,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,17,F,0.0
22B81A0313,R201229,CONSTITUTION OF INDIA,17,COMPLE,0.0
22B81A0313,R201231,ENGINEERING CHEMISTRY LABORATORY,14,A,1.5
22B81A0313,R201235,WORKSHOP PRACTICE LABORATORY,10,A,1.5
22B81A0313,R201236,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,11,C,1.5
22B81A0313,R201254,THERMODYNAMICS,17,E,3.0
22B81A0314,R201201,MATHEMATICS-II,22,F,0.0
22B81A0314,R201202,ENGINEERING CHEMISTRY,19,E,3.0
22B81A0314,R201210,ENGINEERING MECHANICS,22,F,0.0
22B81A0314,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,17,E,3.0
22B81A0314,R201229,CONSTITUTION OF INDIA,18,COMPLE,0.0
22B81A0314,R201231,ENGINEERING CHEMISTRY LABORATORY,15,A,1.5
22B81A0314,R201235,WORKSHOP PRACTICE LABORATORY,11,B,1.5
22B81A0314,R201236,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,9,C,1.5
22B81A0314,R201254,THERMODYNAMICS,20,D,3.0
22B81A0315,R201201,MATHEMATICS-II,18,F,0.0
22B81A0315,R201202,ENGINEERING CHEMISTRY,14,F,0.0
22B81A0315,R201210,ENGINEERING MECHANICS,7,F,0.0
22B81A0315,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,12,E,3.0
22B81A0315,R201229,CONSTITUTION OF INDIA,18,COMPLE,0.0
22B81A0315,R201231,ENGINEERING CHEMISTRY LABORATORY,10,C,1.5
22B81A0315,R201235,WORKSHOP PRACTICE LABORATORY,12,C,1.5
22B81A0315,R201236,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,7,E,1.5
22B81A0315,R201254,THERMODYNAMICS,9,F,0.0
22B81A0316,R201201,MATHEMATICS-II,19,F,0.0
22B81A0316,R201202,ENGINEERING CHEMISTRY,16,F,0.0
22B81A0316,R201210,ENGINEERING MECHANICS,10,F,0.0
22B81A0316,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,12,F,0.0
22B81A0316,R201229,CONSTITUTION OF INDIA,17,COMPLE,0.0
22B81A0316,R201231,ENGINEERING CHEMISTRY LABORATORY,13,C,1.5
22B81A0316,R201235,WORKSHOP PRACTICE LABORATORY,11,C,1.5
22B81A0316,R201236,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,12,D,1.5
22B81A0316,R201254,THERMODYNAMICS,9,F,0.0
22B81A0317,R201201,MATHEMATICS-II,20,E,3.0
22B81A0317,R201202,ENGINEERING CHEMISTRY,19,C,3.0
22B81A0317,R201210,ENGINEERING MECHANICS,18,F,0.0
22B81A0317,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,17,E,3.0
22B81A0317,R201229,CONSTITUTION OF INDIA,18,COMPLE,0.0
22B81A0317,R201231,ENGINEERING CHEMISTRY LABORATORY,12,A,1.5
22B81A0317,R201235,WORKSHOP PRACTICE LABORATORY,11,B,1.5
22B81A0317,R201236,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,11,A,1.5
22B81A0317,R201254,THERMODYNAMICS,17,F,0.0
22B81A0318,R201201,MATHEMATICS-II,24,C,3.0
22B81A0318,R201202,ENGINEERING CHEMISTRY,18,F,0.0
22B81A0318,R201210,ENGINEERING MECHANICS,21,D,3.0
22B81A0318,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,18,E,3.0
22B81A0318,R201229,CONSTITUTION OF INDIA,18,COMPLE,0.0
22B81A0318,R201231,ENGINEERING CHEMISTRY LABORATORY,12,B,1.5
22B81A0318,R201235,WORKSHOP PRACTICE LABORATORY,10,A,1.5
22B81A0318,R201236,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,9,D,1.5
22B81A0318,R201254,THERMODYNAMICS,17,E,3.0
22B81A0319,R201201,MATHEMATICS-II,21,D,3.0
22B81A0319,R201202,ENGINEERING CHEMISTRY,17,E,3.0
22B81A0319,R201210,ENGINEERING MECHANICS,13,F,0.0
22B81A0319,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,12,E,3.0
22B81A0319,R201229,CONSTITUTION OF INDIA,17,COMPLE,0.0
22B81A0319,R201231,ENGINEERING CHEMISTRY LABORATORY,14,B,1.5
22B81A0319,R201235,WORKSHOP PRACTICE LABORATORY,12,C,1.5
22B81A0319,R201236,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,10,D,1.5
22B81A0319,R201254,THERMODYNAMICS,15,E,3.0
22B81A0321,R201201,MATHEMATICS-II,24,B,3.0
22B81A0321,R201202,ENGINEERING CHEMISTRY,26,D,3.0
22B81A0321,R201210,ENGINEERING MECHANICS,25,B,3.0
22B81A0321,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,19,E,3.0
22B81A0321,R201229,CONSTITUTION OF INDIA,19,COMPLE,0.0
22B81A0321,R201231,ENGINEERING CHEMISTRY LABORATORY,15,A+,1.5
22B81A0321,R201235,WORKSHOP PRACTICE LABORATORY,10,C,1.5
22B81A0321,R201236,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,12,A,1.5
22B81A0321,R201254,THERMODYNAMICS,23,D,3.0
22B81A0322,R201201,MATHEMATICS-II,20,E,3.0
22B81A0322,R201202,ENGINEERING CHEMISTRY,20,E,3.0
22B81A0322,R201210,ENGINEERING MECHANICS,20,F,0.0
22B81A0322,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,13,E,3.0
22B81A0322,R201229,CONSTITUTION OF INDIA,18,COMPLE,0.0
22B81A0322,R201231,ENGINEERING CHEMISTRY LABORATORY,12,A+,1.5
22B81A0322,R201235,WORKSHOP PRACTICE LABORATORY,11,B,1.5
22B81A0322,R201236,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,13,A,1.5
22B81A0322,R201254,THERMODYNAMICS,19,F,0.0
22B81A0323,R201201,MATHEMATICS-II,18,F,0.0
22B81A0323,R201202,ENGINEERING CHEMISTRY,14,F,0.0
22B81A0323,R201210,ENGINEERING MECHANICS,9,F,0.0
22B81A0323,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,9,E,3.0
22B81A0323,R201229,CONSTITUTION OF INDIA,18,COMPLE,0.0
22B81A0323,R201231,ENGINEERING CHEMISTRY LABORATORY,11,B,1.5
22B81A0323,R201235,WORKSHOP PRACTICE LABORATORY,11,C,1.5
22B81A0323,R201236,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,12,D,1.5
22B81A0323,R201254,THERMODYNAMICS,14,E,3.0
22B81A0324,R201201,MATHEMATICS-II,19,F,0.0
22B81A0324,R201202,ENGINEERING CHEMISTRY,15,F,0.0
22B81A0324,R201210,ENGINEERING MECHANICS,10,F,0.0
22B81A0324,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,14,F,0.0
22B81A0324,R201229,CONSTITUTION OF INDIA,18,COMPLE,0.0
22B81A0324,R201231,ENGINEERING CHEMISTRY LABORATORY,12,B,1.5
22B81A0324,R201235,WORKSHOP PRACTICE LABORATORY,11,C,1.5
22B81A0324,R201236,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,6,C,1.5
22B81A0324,R201254,THERMODYNAMICS,12,F,0.0
22B81A0325,R201201,MATHEMATICS-II,18,F,0.0
22B81A0325,R201202,ENGINEERING CHEMISTRY,14,F,0.0
22B81A0325,R201210,ENGINEERING MECHANICS,12,F,0.0
22B81A0325,R201211,BASIC ELECTRICAL AND ELECTRONICS ENGINEE,13,F,0.0
22B81A0325,R201229,CONSTITUTION OF INDIA,18,COMPLE,0.0
22B81A0325,R201231,ENGINEERING CHEMISTRY LABORATORY,11,B,1.5
22B81A0325,R201235,WORKSHOP PRACTICE LABORATORY,11,B,1.5
22B81A0325,R201236,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,11,B,1.5
22B81A0325,R201254,THERMODYNAMICS,13,F,0.0
22B81A0401,R201201,MATHEMATICS-II,26,A,3.0
22B81A0401,R201207,APPLIED PHYSICS,28,C,3.0
22B81A0401,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,22,F,0.0
22B81A0401,R201213,NETWORK ANALYSIS,23,B,3.0
22B81A0401,R201214,BASIC ELECTRICAL ENGINEERING,24,D,3.0
22B81A0401,R201230,ENVIRONMENTAL SCIENCE,24,COMPLE,0.0
22B81A0401,R201233,APPLIED PHYSICS LABORATORY,15,A+,1.5
22B81A0401,R201237,ELECTRONIC WORKSHOP LABORATORY,15,A,1.5
22B81A0401,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,12,A,1.5
22B81A0402,R201201,MATHEMATICS-II,26,C,3.0
22B81A0402,R201207,APPLIED PHYSICS,28,B,3.0
22B81A0402,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,25,C,3.0
22B81A0402,R201213,NETWORK ANALYSIS,24,C,3.0
22B81A0402,R201214,BASIC ELECTRICAL ENGINEERING,24,A,3.0
22B81A0402,R201230,ENVIRONMENTAL SCIENCE,25,COMPLE,0.0
22B81A0402,R201233,APPLIED PHYSICS LABORATORY,15,A+,1.5
22B81A0402,R201237,ELECTRONIC WORKSHOP LABORATORY,15,A+,1.5
22B81A0402,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,14,A+,1.5
22B81A0403,R201201,MATHEMATICS-II,27,A+,3.0
22B81A0403,R201207,APPLIED PHYSICS,24,C,3.0
22B81A0403,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,23,A,3.0
22B81A0403,R201213,NETWORK ANALYSIS,24,C,3.0
22B81A0403,R201214,BASIC ELECTRICAL ENGINEERING,23,C,3.0
22B81A0403,R201230,ENVIRONMENTAL SCIENCE,16,COMPLE,0.0
22B81A0403,R201233,APPLIED PHYSICS LABORATORY,15,A+,1.5
22B81A0403,R201237,ELECTRONIC WORKSHOP LABORATORY,13,A,1.5
22B81A0403,R201238,BASIC ELECTRICAL ENGINEERING LABORATORY,12,A,1.5
22B81A0404,R201201,MATHEMATICS-II,20,F,0.0
22B81A0404,R201207,APPLIED PHYSICS,21,F,0.0
22B81A0404,R201212,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,20,D,3.0
